Todo;Código postal;Municipio
17177 Sant Pau de Segúries;17177; Sant Pau de Segúries
08231 Sant Pere de Ribes;08231; Sant Pere de Ribes
08232 Sant Pere de Riudebitlles;08232; Sant Pere de Riudebitlles
08233 Sant Pere de Torelló;08233; Sant Pere de Torelló
08234 Sant Pere de Vilamajor;08234; Sant Pere de Vilamajor
17178 Sant Pere Pescador;17178; Sant Pere Pescador
08189 Sant Pere Sallavinera;08189; Sant Pere Sallavinera
08235 Sant Pol de Mar;08235; Sant Pol de Mar
08236 Sant Quintí de Mediona;08236; Sant Quintí de Mediona
08237 Sant Quirze de Besora;08237; Sant Quirze de Besora
08238 Sant Quirze del Vallès;08238; Sant Quirze del Vallès
08239 Sant Quirze Safaja;08239; Sant Quirze Safaja
25194 Sant Ramon;25194; Sant Ramon
08240 Sant Sadurní d'Anoia;08240; Sant Sadurní d'Anoia
08241 Sant Sadurní d'Osormort;08241; Sant Sadurní d'Osormort
08098 Sant Salvador de Guardiola;08098; Sant Salvador de Guardiola
08262 Sant Vicenç de Castellet;08262; Sant Vicenç de Castellet
08264 Sant Vicenç de Montalt;08264; Sant Vicenç de Montalt
08265 Sant Vicenç de Torelló;08265; Sant Vicenç de Torelló
08263 Sant Vicenç dels Horts;08263; Sant Vicenç dels Horts
06120 Santa Amalia;06120; Santa Amalia
10165 Santa Ana;10165; Santa Ana
45155 Santa Ana de Pusa;45155; Santa Ana de Pusa
21067 Santa Ana la Real;21067; Santa Ana la Real
43138 Santa Bàrbara;43138; Santa Bàrbara
21068 Santa Bárbara de Casa;21068; Santa Bárbara de Casa
35021 Santa Brígida;35021; Santa Brígida
09343 Santa Cecilia;09343; Santa Cecilia
08243 Santa Cecília de Voltregà;08243; Santa Cecília de Voltregà
34167 Santa Cecilia del Alcor;34167; Santa Cecilia del Alcor
22208 Santa Cilia;22208; Santa Cilia
49197 Santa Clara de Avedillo;49197; Santa Clara de Avedillo
26134 Santa Coloma;26134; Santa Coloma
08244 Santa Coloma de Cervelló;08244; Santa Coloma de Cervelló
17180 Santa Coloma de Farners;17180; Santa Coloma de Farners
08245 Santa Coloma de Gramenet;08245; Santa Coloma de Gramenet
43139 Santa Coloma de Queralt;43139; Santa Coloma de Queralt
24151 Santa Colomba de Curueño;24151; Santa Colomba de Curueño
49199 Santa Colomba de las Monjas;49199; Santa Colomba de las Monjas
24152 Santa Colomba de Somoza;24152; Santa Colomba de Somoza
15077 Santa Comba;15077; Santa Comba
17181 Santa Cristina d'Aro;17181; Santa Cristina d'Aro
49200 Santa Cristina de la Polvorosa;49200; Santa Cristina de la Polvorosa
24153 Santa Cristina de Valmadrigal;24153; Santa Cristina de Valmadrigal
49201 Santa Croya de Tera;49201; Santa Croya de Tera
39073 Santa Cruz de Bezana;39073; Santa Cruz de Bezana
34168 Santa Cruz de Boedo;34168; Santa Cruz de Boedo
50236 Santa Cruz de Grío;50236; Santa Cruz de Grío
38037 Santa Cruz de la Palma;38037; Santa Cruz de la Palma
09345 Santa Cruz de la Salceda;09345; Santa Cruz de la Salceda
22209 Santa Cruz de la Serós;22209; Santa Cruz de la Serós
10166 Santa Cruz de la Sierra;10166; Santa Cruz de la Sierra
45156 Santa Cruz de la Zarza;45156; Santa Cruz de la Zarza
13076 Santa Cruz de los Cáñamos;13076; Santa Cruz de los Cáñamos
04080 Santa Cruz de Marchena;04080; Santa Cruz de Marchena
50237 Santa Cruz de Moncayo;50237; Santa Cruz de Moncayo
16194 Santa Cruz de Moya;16194; Santa Cruz de Moya
13077 Santa Cruz de Mudela;13077; Santa Cruz de Mudela
44208 Santa Cruz de Nogueras;44208; Santa Cruz de Nogueras
10167 Santa Cruz de Paniagua;10167; Santa Cruz de Paniagua
05222 Santa Cruz de Pinares;05222; Santa Cruz de Pinares
38038 Santa Cruz de Tenerife;38038; Santa Cruz de Tenerife
42166 Santa Cruz de Yanguas;42166; Santa Cruz de Yanguas
18174 Santa Cruz del Comercio;18174; Santa Cruz del Comercio
45157 Santa Cruz del Retamar;45157; Santa Cruz del Retamar
05221 Santa Cruz del Valle;05221; Santa Cruz del Valle
09346 Santa Cruz del Valle Urbión;09346; Santa Cruz del Valle Urbión
23076 Santa Elena;23076; Santa Elena
24154 Santa Elena de Jamuz;24154; Santa Elena de Jamuz
26135 Santa Engracia del Jubera;26135; Santa Engracia del Jubera
14061 Santa Eufemia;14061; Santa Eufemia
47152 Santa Eufemia del Arroyo;47152; Santa Eufemia del Arroyo
49202 Santa Eufemia del Barco;49202; Santa Eufemia del Barco
07053 Santa Eugènia;07053; Santa Eugènia
08246 Santa Eugènia de Berga;08246; Santa Eugènia de Berga
44209 Santa Eulalia;44209; Santa Eulalia
26136 Santa Eulalia Bajera;26136; Santa Eulalia Bajera
50238 Santa Eulalia de Gállego;50238; Santa Eulalia de Gállego
33062 Santa Eulalia de Oscos;33062; Santa Eulalia de Oscos
08247 Santa Eulàlia de Riuprimer;08247; Santa Eulàlia de Riuprimer
08248 Santa Eulàlia de Ronçana;08248; Santa Eulàlia de Ronçana
07054 Santa Eulària des Riu;07054; Santa Eulària des Riu
18175 Santa Fe;18175; Santa Fe
04081 Santa Fe de Mondújar;04081; Santa Fe de Mondújar
08249 Santa Fe del Penedès;08249; Santa Fe del Penedès
09347 Santa Gadea del Cid;09347; Santa Gadea del Cid
09348 Santa Inés;09348; Santa Inés
17182 Santa Llogaia d'Àlguema;17182; Santa Llogaia d'Àlguema
35022 Santa Lucía de Tirajana;35022; Santa Lucía de Tirajana
12102 Santa Magdalena de Pulpis;12102; Santa Magdalena de Pulpis
07055 Santa Margalida;07055; Santa Margalida
08250 Santa Margarida de Montbui;08250; Santa Margarida de Montbui
08251 Santa Margarida i els Monjos;08251; Santa Margarida i els Monjos
08253 Santa Maria de Besora;08253; Santa Maria de Besora
39074 Santa María de Cayón;39074; Santa María de Cayón
22906 Santa María de Dulcis;22906; Santa María de Dulcis
35023 Santa María de Guía de Gran Canaria;35023; Santa María de Guía de Gran Canaria
42167 Santa María de Huerta;42167; Santa María de Huerta
28135 Santa María de la Alameda;28135; Santa María de la Alameda
24155 Santa María de la Isla;24155; Santa María de la Isla
49203 Santa María de la Vega;49203; Santa María de la Vega
42168 Santa María de las Hoyas;42168; Santa María de las Hoyas
05226 Santa María de los Caballeros;05226; Santa María de los Caballeros
16196 Santa María de los Llanos;16196; Santa María de los Llanos
08256 Santa Maria de Martorelles;08256; Santa Maria de Martorelles
08255 Santa Maria de Merlès;08255; Santa Maria de Merlès
08257 Santa Maria de Miralles;08257; Santa Maria de Miralles
24158 Santa María de Ordás;24158; Santa María de Ordás
08259 Santa Maria de Palautordera;08259; Santa Maria de Palautordera
37293 Santa María de Sando;37293; Santa María de Sando
49204 Santa María de Valverde;49204; Santa María de Valverde
05224 Santa María del Arroyo;05224; Santa María del Arroyo
05225 Santa María del Berrocal;05225; Santa María del Berrocal
07056 Santa María del Camí;07056; Santa María del Camí
09350 Santa María del Campo;09350; Santa María del Campo
16195 Santa María del Campo Rus;16195; Santa María del Campo Rus
05902 Santa María del Cubillo;05902; Santa María del Cubillo
09351 Santa María del Invierno;09351; Santa María del Invierno
09352 Santa María del Mercadillo;09352; Santa María del Mercadillo
24156 Santa María del Monte de Cea;24156; Santa María del Monte de Cea
24157 Santa María del Páramo;24157; Santa María del Páramo
05227 Santa María del Tiétar;05227; Santa María del Tiétar
16197 Santa María del Val;16197; Santa María del Val
08258 Santa Maria d'Oló;08258; Santa Maria d'Oló
40185 Santa María la Real de Nieva;40185; Santa María la Real de Nieva
09353 Santa María Ribarredonda;09353; Santa María Ribarredonda
24159 Santa Marina del Rey;24159; Santa Marina del Rey
06121 Santa Marta;06121; Santa Marta
10168 Santa Marta de Magasca;10168; Santa Marta de Magasca
37294 Santa Marta de Tormes;37294; Santa Marta de Tormes
40186 Santa Marta del Cerro;40186; Santa Marta del Cerro
45158 Santa Olalla;45158; Santa Olalla
09354 Santa Olalla de Bureba;09354; Santa Olalla de Bureba
21069 Santa Olalla del Cala;21069; Santa Olalla del Cala
43140 Santa Oliva;43140; Santa Oliva
17184 Santa Pau;17184; Santa Pau
08260 Santa Perpètua de Mogoda;08260; Santa Perpètua de Mogoda
03121 Santa Pola;03121; Santa Pola
08261 Santa Susanna;08261; Santa Susanna
38039 Santa Úrsula;38039; Santa Úrsula
31220 Santacara;31220; Santacara
14060 Santaella;14060; Santaella
22212 Santaliestra y San Quílez;22212; Santaliestra y San Quílez
39075 Santander;39075; Santander
07057 Santanyí;07057; Santanyí
24160 Santas Martas;24160; Santas Martas
50239 Santed;50239; Santed
47153 Santervás de Campos;47153; Santervás de Campos
34169 Santervás de la Vega;34169; Santervás de la Vega
10169 Santiago de Alcántara;10169; Santiago de Alcántara
23077 Santiago de Calatrava;23077; Santiago de Calatrava
15078 Santiago de Compostela;15078; Santiago de Compostela
37296 Santiago de la Puebla;37296; Santiago de la Puebla
10170 Santiago del Campo;10170; Santiago del Campo
05228 Santiago del Collado;05228; Santiago del Collado
38040 Santiago del Teide;38040; Santiago del Teide
05904 Santiago del Tormes;05904; Santiago del Tormes
24161 Santiago Millas;24161; Santiago Millas
23904 Santiago-Pontones;23904; Santiago-Pontones
37297 Santibáñez de Béjar;37297; Santibáñez de Béjar
34170 Santibáñez de Ecla;34170; Santibáñez de Ecla
09355 Santibáñez de Esgueva;09355; Santibáñez de Esgueva
34171 Santibáñez de la Peña;34171; Santibáñez de la Peña
37298 Santibáñez de la Sierra;37298; Santibáñez de la Sierra
49205 Santibáñez de Tera;49205; Santibáñez de Tera
47154 Santibáñez de Valcorba;47154; Santibáñez de Valcorba
49206 Santibáñez de Vidriales;49206; Santibáñez de Vidriales
09356 Santibáñez del Val;09356; Santibáñez del Val
10171 Santibáñez el Alto;10171; Santibáñez el Alto
10172 Santibáñez el Bajo;10172; Santibáñez el Bajo
39076 Santillana del Mar;39076; Santillana del Mar
41089 Santiponce;41089; Santiponce
15079 Santiso;15079; Santiso
23079 Santisteban del Puerto;23079; Santisteban del Puerto
39077 Santiurde de Reinosa;39077; Santiurde de Reinosa
39078 Santiurde de Toranzo;39078; Santiurde de Toranzo
19250 Santiuste;19250; Santiuste
40188 Santiuste de Pedraza;40188; Santiuste de Pedraza
40189 Santiuste de San Juan Bautista;40189; Santiuste de San Juan Bautista
37299 Santiz;37299; Santiz
33064 Santo Adriano;33064; Santo Adriano
26138 Santo Domingo de la Calzada;26138; Santo Domingo de la Calzada
05229 Santo Domingo de las Posadas;05229; Santo Domingo de las Posadas
40190 Santo Domingo de Pirón;40190; Santo Domingo de Pirón
09358 Santo Domingo de Silos;09358; Santo Domingo de Silos
45901 Santo Domingo-Caudilla;45901; Santo Domingo-Caudilla
23080 Santo Tomé;23080; Santo Tomé
05230 Santo Tomé de Zabarcos;05230; Santo Tomé de Zabarcos
40191 Santo Tomé del Puerto;40191; Santo Tomé del Puerto
30901 Santomera;30901; Santomera
39079 Santoña;39079; Santoña
28136 Santorcaz;28136; Santorcaz
28137 Santos de la Humosa, Los;28137; Santos de la Humosa, Los
06122 Santos de Maimona, Los;06122; Santos de Maimona, Los
37300 Santos, Los;37300; Santos, Los
49207 Santovenia;49207; Santovenia
24162 Santovenia de la Valdoncina;24162; Santovenia de la Valdoncina
47155 Santovenia de Pisuerga;47155; Santovenia de Pisuerga
34174 Santoyo;34174; Santoyo
08192 Santpedor;08192; Santpedor
26140 Santurde de Rioja;26140; Santurde de Rioja
26141 Santurdejo;26141; Santurdejo
48082 Santurtzi;48082; Santurtzi
36051 Sanxenxo;36051; Sanxenxo
49210 Sanzoles;49210; Sanzoles
47157 Sardón de Duero;47157; Sardón de Duero
37301 Sardón de los Frailes;37301; Sardón de los Frailes
09361 Sargentes de la Lora;09361; Sargentes de la Lora
33065 Sariego;33065; Sariego
24163 Sariegos;24163; Sariegos
22213 Sariñena;22213; Sariñena
39081 Saro;39081; Saro
09362 Sarracín;09362; Sarracín
43142 Sarral;43142; Sarral
32078 Sarreaus;32078; Sarreaus
27057 Sarria;27057; Sarria
17186 Sarrià de Ter;17186; Sarrià de Ter
31222 Sarriés/Sartze;31222; Sarriés/Sartze
44210 Sarrión;44210; Sarrión
25201 Sarroca de Bellera;25201; Sarroca de Bellera
25200 Sarroca de Lleida;25200; Sarroca de Lleida
31223 Sartaguda;31223; Sartaguda
45159 Sartajada;45159; Sartajada
09363 Sasamón;09363; Sasamón
50240 Sástago;50240; Sástago
19251 Saúca;19251; Saúca
10173 Saucedilla;10173; Saucedilla
41090 Saucejo, El;41090; Saucejo, El
37302 Saucelle;37302; Saucelle
40192 Sauquillo de Cabezas;40192; Sauquillo de Cabezas
17187 Saus, Camallera i Llampaies;17187; Saus, Camallera i Llampaies
38041 Sauzal, El;38041; Sauzal, El
43143 Savallà del Comtat;43143; Savallà del Comtat
27058 Saviñao, O;27058; Saviñao, O
03123 Sax;03123; Sax
29086 Sayalonga;29086; Sayalonga
19252 Sayatón;19252; Sayatón
40193 Sebúlcor;40193; Sebúlcor
47158 Seca, La;47158; Seca, La
22214 Secastilla;22214; Secastilla
43144 Secuita, La;43144; Secuita, La
46223 Sedaví;46223; Sedaví
29087 Sedella;29087; Sedella
50242 Sediles;50242; Sediles
46224 Segart;46224; Segart
12104 Segorbe;12104; Segorbe
40194 Segovia;40194; Segovia
20070 Segura;20070; Segura
23081 Segura de la Sierra;23081; Segura de la Sierra
06124 Segura de León;06124; Segura de León
44211 Segura de los Baños;44211; Segura de los Baños
10174 Segura de Toro;10174; Segura de Toro
45160 Segurilla;45160; Segurilla
22215 Seira;22215; Seira
19254 Selas;19254; Selas
39082 Selaya;39082; Selaya
03124 Sella;03124; Sella
46225 Sellent;46225; Sellent
07058 Selva;07058; Selva
17188 Selva de Mar, La;17188; Selva de Mar, La
43145 Selva del Camp, La;43145; Selva del Camp, La
19901 Semillas;19901; Semillas
46226 Sempere;46226; Sempere
22217 Sena;22217; Sena
24164 Sena de Luna;24164; Sena de Luna
43146 Senan;43146; Senan
07047 Sencelles;07047; Sencelles
04082 Senés;04082; Senés
22218 Senés de Alcubierre;22218; Senés de Alcubierre
43044 Sénia, La;43044; Sénia, La
03125 Senija;03125; Senija
44212 Seno;44212; Seno
25202 Senterada;25202; Senterada
25035 Sentiu de Sió, La;25035; Sentiu de Sió, La
08267 Sentmenat;08267; Sentmenat
46227 Senyera;46227; Senyera
37304 Sepulcro-Hilario;37304; Sepulcro-Hilario
40195 Sepúlveda;40195; Sepúlveda
40196 Sequera de Fresno;40196; Sequera de Fresno
09365 Sequera de Haza, La;09365; Sequera de Haza, La
37305 Sequeros;37305; Sequeros
17190 Serinyà;17190; Serinyà
28138 Serna del Monte, La;28138; Serna del Monte, La
34175 Serna, La;34175; Serna, La
04083 Serón;04083; Serón
42171 Serón de Nágima;42171; Serón de Nágima
25204 Seròs;25204; Seròs
46228 Serra;46228; Serra
17191 Serra de Daró;17191; Serra de Daró
47159 Serrada;47159; Serrada
05232 Serrada, La;05232; Serrada, La
10175 Serradilla;10175; Serradilla
37306 Serradilla del Arroyo;37306; Serradilla del Arroyo
37307 Serradilla del Llano;37307; Serradilla del Llano
05233 Serranillos;05233; Serranillos
28140 Serranillos del Valle;28140; Serranillos del Valle
12103 Serratella, la;12103; Serratella, la
29904 Serrato;29904; Serrato
10176 Serrejón;10176; Serrejón
22220 Sesa;22220; Sesa
45161 Seseña;45161; Seseña
31224 Sesma;31224; Sesma
48084 Sestao;48084; Sestao
50243 Sestrica;50243; Sestrica
22221 Sesué;22221; Sesué
17192 Setcases;17192; Setcases
11034 Setenil de las Bodegas;11034; Setenil de las Bodegas
19255 Setiles;19255; Setiles
25203 Seu d'Urgell, La;25203; Seu d'Urgell, La
08269 Seva;08269; Seva
41091 Sevilla;41091; Sevilla
28141 Sevilla la Nueva;28141; Sevilla la Nueva
45162 Sevilleja de la Jara;45162; Sevilleja de la Jara
25205 Sidamon;25205; Sidamon
19256 Sienes;19256; Sienes
33066 Siero;33066; Siero
37309 Sierpe, La;37309; Sierpe, La
10177 Sierra de Fuentes;10177; Sierra de Fuentes
50244 Sierra de Luna;50244; Sierra de Luna
29088 Sierra de Yeguas;29088; Sierra de Yeguas
12105 Sierra Engarcerán;12105; Sierra Engarcerán
04084 Sierro;04084; Sierro
22222 Siétamo;22222; Siétamo
46229 Siete Aguas;46229; Siete Aguas
47160 Siete Iglesias de Trabancos;47160; Siete Iglesias de Trabancos
37310 Sieteiglesias de Tormes;37310; Sieteiglesias de Tormes
05234 Sigeres;05234; Sigeres
19257 Sigüenza;19257; Sigüenza
50245 Sigüés;50245; Sigüés
23082 Siles;23082; Siles
46230 Silla;46230; Silla
36052 Silleda;36052; Silleda
38042 Silos, Los;38042; Silos, Los
17193 Sils;17193; Sils
47161 Simancas;47161; Simancas
46231 Simat de la Valldigna;46231; Simat de la Valldigna
46232 Sinarcas;46232; Sinarcas
07060 Sineu;07060; Sineu
44213 Singra;44213; Singra
05235 Sinlabajos;05235; Sinlabajos
06125 Siruela;06125; Siruela
50246 Sisamón;50246; Sisamón
16198 Sisante;16198; Sisante
08270 Sitges;08270; Sitges
17052 Siurana;17052; Siurana
39083 Soba;39083; Soba
27059 Sober;27059; Sober
50247 Sobradiel;50247; Sobradiel
37311 Sobradillo;37311; Sobradillo
24165 Sobrado;24165; Sobrado
15080 Sobrado;15080; Sobrado
08271 Sobremunt;08271; Sobremunt
33067 Sobrescobio;33067; Sobrescobio
02072 Socovos;02072; Socovos
13078 Socuéllamos;13078; Socuéllamos
26143 Sojuela;26143; Sojuela
05236 Solana de Ávila;05236; Solana de Ávila
06126 Solana de los Barros;06126; Solana de los Barros
05237 Solana de Rioalmar;05237; Solana de Rioalmar
13080 Solana del Pino;13080; Solana del Pino
13079 Solana, La;13079; Solana, La
19258 Solanillos del Extremo;19258; Solanillos del Extremo
09366 Solarana;09366; Solarana
16199 Solera de Gabaldón;16199; Solera de Gabaldón
25206 Soleràs, El;25206; Soleràs, El
42172 Soliedra;42172; Soliedra
43147 Solivella;43147; Solivella
46233 Sollana;46233; Sollana
07061 Sóller;07061; Sóller
39084 Solórzano;39084; Solórzano
05238 Solosancho;05238; Solosancho
25207 Solsona;25207; Solsona
33068 Somiedo;33068; Somiedo
19259 Somolinos;19259; Somolinos
04085 Somontín;04085; Somontín
28143 Somosierra;28143; Somosierra
15081 Somozas, As;15081; Somozas, As
07062 Son Servera;07062; Son Servera
48904 Sondika;48904; Sondika
12106 Soneja;12106; Soneja
45163 Sonseca;45163; Sonseca
22223 Sopeira;22223; Sopeira
48085 Sopela;48085; Sopela
18176 Soportújar;18176; Soportújar
48086 Sopuerta;48086; Sopuerta
08272 Sora;08272; Sora
20065 Soraluze-Placencia de las Armas;20065; Soraluze-Placencia de las Armas
04086 Sorbas;04086; Sorbas
09368 Sordillos;09368; Sordillos
42173 Soria;42173; Soria
25208 Soriguera;25208; Soriguera
37312 Sorihuela;37312; Sorihuela
23084 Sorihuela del Guadalimar;23084; Sorihuela del Guadalimar
31225 Sorlada;31225; Sorlada
25209 Sort;25209; Sort
18177 Sorvilán;18177; Sorvilán
26144 Sorzano;26144; Sorzano
50248 Sos del Rey Católico;50248; Sos del Rey Católico
25210 Soses;25210; Soses
46234 Sot de Chera;46234; Sot de Chera
12107 Sot de Ferrer;12107; Sot de Ferrer
05239 Sotalbo;05239; Sotalbo
26145 Sotés;26145; Sotés
40198 Sotillo;40198; Sotillo
05240 Sotillo de la Adrada;05240; Sotillo de la Adrada
09369 Sotillo de la Ribera;09369; Sotillo de la Ribera
45164 Sotillo de las Palomas;45164; Sotillo de las Palomas
42174 Sotillo del Rincón;42174; Sotillo del Rincón
19260 Sotillo, El;19260; Sotillo, El
34177 Soto de Cerrato;34177; Soto de Cerrato
24166 Soto de la Vega;24166; Soto de la Vega
33069 Soto del Barco;33069; Soto del Barco
28144 Soto del Real;28144; Soto del Real
26146 Soto en Cameros;26146; Soto en Cameros
24167 Soto y Amío;24167; Soto y Amío
34176 Sotobañado y Priorato;34176; Sotobañado y Priorato
19261 Sotodosos;19261; Sotodosos
22904 Sotonera, La;22904; Sotonera, La
16909 Sotorribas;16909; Sotorribas
40199 Sotosalbos;40199; Sotosalbos
37313 Sotoserrano;37313; Sotoserrano
09372 Sotragero;09372; Sotragero
09373 Sotresgudo;09373; Sotresgudo
36053 Soutomaior;36053; Soutomaior
39085 Suances;39085; Suances
08273 Subirats;08273; Subirats
25211 Sudanell;25211; Sudanell
46235 Sueca;46235; Sueca
42175 Suellacabras;42175; Suellacabras
12108 Sueras/Suera;12108; Sueras/Suera
04087 Suflí;04087; Suflí
48076 Sukarrieta;48076; Sukarrieta
46236 Sumacàrcer;46236; Sumacàrcer
31226 Sunbilla;31226; Sunbilla
25212 Sunyer;25212; Sunyer
08274 Súria;08274; Súria
09374 Susinos del Páramo;09374; Susinos del Páramo
17194 Susqueda;17194; Susqueda
34178 Tabanera de Cerrato;34178; Tabanera de Cerrato
34179 Tabanera de Valdavia;34179; Tabanera de Valdavia
40200 Tabanera la Luenga;40200; Tabanera la Luenga
49214 Tábara;49214; Tábara
37314 Tabera de Abajo;37314; Tabera de Abajo
04088 Tabernas;04088; Tabernas
04089 Taberno;04089; Taberno
27060 Taboada;27060; Taboada
32079 Taboadela;32079; Taboadela
50249 Tabuenca;50249; Tabuenca
38043 Tacoronte;38043; Tacoronte
31227 Tafalla;31227; Tafalla
08276 Tagamanent;08276; Tagamanent
18901 Taha, La;18901; Taha, La
04090 Tahal;04090; Tahal
42176 Tajahuerce;42176; Tajahuerce
42177 Tajueco;42177; Tajueco
37315 Tala, La;37315; Tala, La
08277 Talamanca;08277; Talamanca
28145 Talamanca de Jarama;28145; Talamanca de Jarama
50250 Talamantes;50250; Talamantes
25215 Talarn;25215; Talarn
06127 Talarrubias;06127; Talarrubias
10178 Talaván;10178; Talaván
25216 Talavera;25216; Talavera
45165 Talavera de la Reina;45165; Talavera de la Reina
06128 Talavera la Real;06128; Talavera la Real
10179 Talaveruela de la Vera;10179; Talaveruela de la Vera
10180 Talayuela;10180; Talayuela
16202 Talayuelas;16202; Talayuelas
12109 Tales;12109; Tales
06129 Táliga;06129; Táliga
17195 Tallada d'Empordà, La;17195; Tallada d'Empordà, La
42178 Talveila;42178; Talveila
19262 Tamajón;19262; Tamajón
37316 Tamames;37316; Tamames
34180 Támara de Campos;34180; Támara de Campos
22225 Tamarite de Litera;22225; Tamarite de Litera
47162 Tamariz de Campos;47162; Tamariz de Campos
09375 Tamarón;09375; Tamarón
06130 Tamurejo;06130; Tamurejo
38044 Tanque, El;38044; Tanque, El
33070 Tapia de Casariego;33070; Tapia de Casariego
49216 Tapioles;49216; Tapioles
08278 Taradell;08278; Taradell
19263 Taragudo;19263; Taragudo
33071 Taramundi;33071; Taramundi
16203 Tarancón;16203; Tarancón
19264 Taravilla;19264; Taravilla
50251 Tarazona;50251; Tarazona
37317 Tarazona de Guareña;37317; Tarazona de Guareña
02073 Tarazona de la Mancha;02073; Tarazona de la Mancha
03127 Tàrbena;03127; Tàrbena
37318 Tardáguila;37318; Tardáguila
09377 Tardajos;09377; Tardajos
42181 Tardelcuende;42181; Tardelcuende
22226 Tardienta;22226; Tardienta
34181 Tariego de Cerrato;34181; Tariego de Cerrato
11035 Tarifa;11035; Tarifa
42182 Taroda;42182; Taroda
43148 Tarragona;43148; Tarragona
25217 Tàrrega;25217; Tàrrega
25218 Tarrés;25218; Tarrés
25219 Tarroja de Segarra;25219; Tarroja de Segarra
19265 Tartanedo;19265; Tartanedo
50252 Tauste;50252; Tauste
46237 Tavernes Blanques;46237; Tavernes Blanques
46238 Tavernes de la Valldigna;46238; Tavernes de la Valldigna
08275 Tavèrnoles;08275; Tavèrnoles
08280 Tavertet;08280; Tavertet
38045 Tazacorte;38045; Tazacorte
29089 Teba;29089; Teba
16204 Tébar;16204; Tébar
38046 Tegueste;38046; Tegueste
35024 Teguise;35024; Teguise
08281 Teià;08281; Teià
32080 Teixeira, A;32080; Teixeira, A
09378 Tejada;09378; Tejada
16205 Tejadillos;16205; Tejadillos
42183 Tejado;42183; Tejado
37319 Tejado, El;37319; Tejado, El
35025 Tejeda;35025; Tejeda
10181 Tejeda de Tiétar;10181; Tejeda de Tiétar
37320 Tejeda y Segoyuela;37320; Tejeda y Segoyuela
35026 Telde;35026; Telde
22227 Tella-Sin;22227; Tella-Sin
45166 Tembleque;45166; Tembleque
19266 Tendilla;19266; Tendilla
37321 Tenebrón;37321; Tenebrón
15082 Teo;15082; Teo
12110 Teresa;12110; Teresa
46239 Teresa de Cofrentes;46239; Teresa de Cofrentes
25220 Térmens;25220; Térmens
35027 Teror;35027; Teror
04091 Terque;04091; Terque
17196 Terrades;17196; Terrades
37322 Terradillos;37322; Terradillos
09380 Terradillos de Esgueva;09380; Terradillos de Esgueva
08279 Terrassa;08279; Terrassa
46240 Terrateig;46240; Terrateig
50253 Terrer;50253; Terrer
44215 Terriente;44215; Terriente
13081 Terrinches;13081; Terrinches
26147 Terroba;26147; Terroba
44216 Teruel;44216; Teruel
19267 Terzaga;19267; Terzaga
03128 Teulada;03128; Teulada
33072 Teverga;33072; Teverga
08282 Tiana;08282; Tiana
35028 Tías;35028; Tías
03129 Tibi;03129; Tibi
31228 Tiebas-Muruarte de Reta;31228; Tiebas-Muruarte de Reta
47163 Tiedra;47163; Tiedra
28146 Tielmes;28146; Tielmes
05241 Tiemblo, El;05241; Tiemblo, El
50254 Tierga;50254; Tierga
22228 Tierz;22228; Tierz
19268 Tierzo;19268; Tierzo
10904 Tiétar;10904; Tiétar
38047 Tijarafe;38047; Tijarafe
04092 Tíjola;04092; Tíjola
16206 Tinajas;16206; Tinajas
35029 Tinajo;35029; Tinajo
33073 Tineo;33073; Tineo
09381 Tinieblas de la Sierra;09381; Tinieblas de la Sierra
05242 Tiñosillos;05242; Tiñosillos
31229 Tirapu;31229; Tirapu
26148 Tirgo;26148; Tirgo
12111 Tírig;12111; Tírig
25221 Tírvia;25221; Tírvia
46241 Titaguas;46241; Titaguas
28147 Titulcia;28147; Titulcia
25222 Tiurana;25222; Tiurana
43149 Tivenys;43149; Tivenys
43150 Tivissa;43150; Tivissa
19269 Toba, La;19269; Toba, La
09382 Tobar;09382; Tobar
02074 Tobarra;02074; Tobarra
50255 Tobed;50255; Tobed
26149 Tobía;26149; Tobía
45167 Toboso, El;45167; Toboso, El
41092 Tocina;41092; Tocina
12112 Todolella;12112; Todolella
32081 Toén;32081; Toén
12113 Toga;12113; Toga
39086 Tojos, Los;39086; Tojos, Los
05243 Tolbaños;05243; Tolbaños
45168 Toledo;45168; Toledo
03130 Tollos;03130; Tollos
40201 Tolocirio;40201; Tolocirio
20071 Tolosa;20071; Tolosa
29090 Tolox;29090; Tolox
22229 Tolva;22229; Tolva
41093 Tomares;41093; Tomares
13082 Tomelloso;13082; Tomelloso
36054 Tomiño;36054; Tomiño
08283 Tona;08283; Tona
37323 Topas;37323; Topas
15083 Toques;15083; Toques
25223 Torà;25223; Torà
24168 Toral de los Guzmanes;24168; Toral de los Guzmanes
24206 Toral de los Vados;24206; Toral de los Vados
12114 Torás;12114; Torás
47164 Tordehumos;47164; Tordehumos
19271 Tordellego;19271; Tordellego
19270 Tordelrábano;19270; Tordelrábano
08284 Tordera;08284; Tordera
47165 Tordesillas;47165; Tordesillas
19272 Tordesilos;19272; Tordesilos
37324 Tordillos;37324; Tordillos
15084 Tordoia;15084; Tordoia
09384 Tordómar;09384; Tordómar
08285 Torelló;08285; Torelló
24169 Toreno;24169; Toreno
19274 Torija;19274; Torija
10182 Toril;10182; Toril
44217 Toril y Masegoso;44217; Toril y Masegoso
22230 Torla-Ordesa;22230; Torla-Ordesa
42184 Torlengua;42184; Torlengua
26150 Tormantos;26150; Tormantos
